_id,AnnoA,SedeR,ResidenzaR,GruppoNOME,Isc
4713,2011/2012,FRIULI VENEZIA GIULIA,SICILIA,Psicologico,12
4714,2011/2012,FRIULI VENEZIA GIULIA,SICILIA,Scientifico,48
4715,2011/2012,FRIULI VENEZIA GIULIA,TOSCANA,Agrario-Forestale e Veterinario,7
4716,2011/2012,FRIULI VENEZIA GIULIA,TOSCANA,Arte e Design,5
4717,2011/2012,FRIULI VENEZIA GIULIA,TOSCANA,Linguistico,28
4718,2011/2012,FRIULI VENEZIA GIULIA,TOSCANA,Medico-Sanitario e Farmaceutico,6
4719,2011/2012,FRIULI VENEZIA GIULIA,TOSCANA,Politico-Sociale e Comunicazione,14
4720,2011/2012,FRIULI VENEZIA GIULIA,TOSCANA,Scientifico,14
4721,2011/2012,FRIULI VENEZIA GIULIA,UMBRIA,Linguistico,7
4722,2011/2012,FRIULI VENEZIA GIULIA,UMBRIA,Politico-Sociale e Comunicazione,6
4723,2011/2012,FRIULI VENEZIA GIULIA,UMBRIA,Scientifico,8
4724,2011/2012,FRIULI VENEZIA GIULIA,VALLE D'AOSTA,Linguistico,12
4725,2011/2012,FRIULI VENEZIA GIULIA,VENETO,Agrario-Forestale e Veterinario,327
4726,2011/2012,FRIULI VENEZIA GIULIA,VENETO,Architettura e Ingegneria civile,566
4727,2011/2012,FRIULI VENEZIA GIULIA,VENETO,Arte e Design,100
4728,2011/2012,FRIULI VENEZIA GIULIA,VENETO,Economico,964
4729,2011/2012,FRIULI VENEZIA GIULIA,VENETO,Educazione e Formazione,400
4730,2011/2012,FRIULI VENEZIA GIULIA,VENETO,Giuridico,572
4731,2011/2012,FRIULI VENEZIA GIULIA,VENETO,Informatica e Tecnologie ICT,162
4732,2011/2012,FRIULI VENEZIA GIULIA,VENETO,Ingegneria industriale e dell'informazione,906
4733,2011/2012,FRIULI VENEZIA GIULIA,VENETO,Letterario-Umanistico,136
4734,2011/2012,FRIULI VENEZIA GIULIA,VENETO,Linguistico,606
4735,2011/2012,FRIULI VENEZIA GIULIA,VENETO,Medico-Sanitario e Farmaceutico,925
4736,2011/2012,FRIULI VENEZIA GIULIA,VENETO,Politico-Sociale e Comunicazione,747
4737,2011/2012,FRIULI VENEZIA GIULIA,VENETO,Psicologico,165
4738,2011/2012,FRIULI VENEZIA GIULIA,VENETO,Scientifico,533
4739,2011/2012,FRIULI VENEZIA GIULIA,VENETO,Scienze motorie e sportive,41
4740,2011/2012,LAZIO,ABRUZZO,Agrario-Forestale e Veterinario,30
4741,2011/2012,LAZIO,ABRUZZO,Architettura e Ingegneria civile,492
4742,2011/2012,LAZIO,ABRUZZO,Arte e Design,247
4743,2011/2012,LAZIO,ABRUZZO,Economico,771
4744,2011/2012,LAZIO,ABRUZZO,Educazione e Formazione,81
4745,2011/2012,LAZIO,ABRUZZO,Giuridico,859
4746,2011/2012,LAZIO,ABRUZZO,Informatica e Tecnologie ICT,32
4747,2011/2012,LAZIO,ABRUZZO,Ingegneria industriale e dell'informazione,639
4748,2011/2012,LAZIO,ABRUZZO,Letterario-Umanistico,289
4749,2011/2012,LAZIO,ABRUZZO,Linguistico,279
4750,2011/2012,LAZIO,ABRUZZO,Medico-Sanitario e Farmaceutico,472
4751,2011/2012,LAZIO,ABRUZZO,Politico-Sociale e Comunicazione,584
4752,2011/2012,LAZIO,ABRUZZO,Psicologico,142
4753,2011/2012,LAZIO,ABRUZZO,Scientifico,369
4754,2011/2012,LAZIO,ABRUZZO,Scienze motorie e sportive,28
4755,2011/2012,LAZIO,BASILICATA,Agrario-Forestale e Veterinario,18
4756,2011/2012,LAZIO,BASILICATA,Architettura e Ingegneria civile,249
4757,2011/2012,LAZIO,BASILICATA,Arte e Design,160
4758,2011/2012,LAZIO,BASILICATA,Economico,565
4759,2011/2012,LAZIO,BASILICATA,Educazione e Formazione,120
4760,2011/2012,LAZIO,BASILICATA,Giuridico,568
4761,2011/2012,LAZIO,BASILICATA,Informatica e Tecnologie ICT,14
4762,2011/2012,LAZIO,BASILICATA,Ingegneria industriale e dell'informazione,279
4763,2011/2012,LAZIO,BASILICATA,Letterario-Umanistico,143
4764,2011/2012,LAZIO,BASILICATA,Linguistico,146
4765,2011/2012,LAZIO,BASILICATA,Medico-Sanitario e Farmaceutico,554
4766,2011/2012,LAZIO,BASILICATA,Politico-Sociale e Comunicazione,345
4767,2011/2012,LAZIO,BASILICATA,Psicologico,176
4768,2011/2012,LAZIO,BASILICATA,Scientifico,192
4769,2011/2012,LAZIO,BASILICATA,Scienze motorie e sportive,27
4770,2011/2012,LAZIO,CALABRIA,Agrario-Forestale e Veterinario,23
4771,2011/2012,LAZIO,CALABRIA,Architettura e Ingegneria civile,562
4772,2011/2012,LAZIO,CALABRIA,Arte e Design,299
4773,2011/2012,LAZIO,CALABRIA,Economico,1584
4774,2011/2012,LAZIO,CALABRIA,Educazione e Formazione,409
4775,2011/2012,LAZIO,CALABRIA,Giuridico,2092
4776,2011/2012,LAZIO,CALABRIA,Informatica e Tecnologie ICT,40
4777,2011/2012,LAZIO,CALABRIA,Ingegneria industriale e dell'informazione,571
4778,2011/2012,LAZIO,CALABRIA,Letterario-Umanistico,329
4779,2011/2012,LAZIO,CALABRIA,Linguistico,390
4780,2011/2012,LAZIO,CALABRIA,Medico-Sanitario e Farmaceutico,1282
4781,2011/2012,LAZIO,CALABRIA,Politico-Sociale e Comunicazione,1117
4782,2011/2012,LAZIO,CALABRIA,Psicologico,521
4783,2011/2012,LAZIO,CALABRIA,Scientifico,423
4784,2011/2012,LAZIO,CALABRIA,Scienze motorie e sportive,105
4785,2011/2012,LAZIO,CAMPANIA,Agrario-Forestale e Veterinario,63
4786,2011/2012,LAZIO,CAMPANIA,Architettura e Ingegneria civile,929
4787,2011/2012,LAZIO,CAMPANIA,Arte e Design,607
4788,2011/2012,LAZIO,CAMPANIA,Economico,2728
4789,2011/2012,LAZIO,CAMPANIA,Educazione e Formazione,729
4790,2011/2012,LAZIO,CAMPANIA,Giuridico,2556
4791,2011/2012,LAZIO,CAMPANIA,Informatica e Tecnologie ICT,32
4792,2011/2012,LAZIO,CAMPANIA,Ingegneria industriale e dell'informazione,1036
4793,2011/2012,LAZIO,CAMPANIA,Letterario-Umanistico,477
4794,2011/2012,LAZIO,CAMPANIA,Linguistico,501
4795,2011/2012,LAZIO,CAMPANIA,Medico-Sanitario e Farmaceutico,3481
4796,2011/2012,LAZIO,CAMPANIA,Politico-Sociale e Comunicazione,2116
4797,2011/2012,LAZIO,CAMPANIA,Psicologico,880
4798,2011/2012,LAZIO,CAMPANIA,Scientifico,477
4799,2011/2012,LAZIO,CAMPANIA,Scienze motorie e sportive,178
4800,2011/2012,LAZIO,EMILIA ROMAGNA,Agrario-Forestale e Veterinario,17
4801,2011/2012,LAZIO,EMILIA ROMAGNA,Architettura e Ingegneria civile,98
4802,2011/2012,LAZIO,EMILIA ROMAGNA,Arte e Design,33
4803,2011/2012,LAZIO,EMILIA ROMAGNA,Economico,260
4804,2011/2012,LAZIO,EMILIA ROMAGNA,Educazione e Formazione,57
4805,2011/2012,LAZIO,EMILIA ROMAGNA,Giuridico,328
4806,2011/2012,LAZIO,EMILIA ROMAGNA,Ingegneria industriale e dell'informazione,158
4807,2011/2012,LAZIO,EMILIA ROMAGNA,Letterario-Umanistico,40
4808,2011/2012,LAZIO,EMILIA ROMAGNA,Linguistico,32
4809,2011/2012,LAZIO,EMILIA ROMAGNA,Medico-Sanitario e Farmaceutico,70
4810,2011/2012,LAZIO,EMILIA ROMAGNA,Politico-Sociale e Comunicazione,277
4811,2011/2012,LAZIO,EMILIA ROMAGNA,Psicologico,156
4812,2011/2012,LAZIO,EMILIA ROMAGNA,Scientifico,25
4813,2011/2012,LAZIO,EMILIA ROMAGNA,Scienze motorie e sportive,15
4814,2011/2012,LAZIO,FRIULI VENEZIA GIULIA,Agrario-Forestale e Veterinario,5
4815,2011/2012,LAZIO,FRIULI VENEZIA GIULIA,Architettura e Ingegneria civile,33
4816,2011/2012,LAZIO,FRIULI VENEZIA GIULIA,Arte e Design,21
4817,2011/2012,LAZIO,FRIULI VENEZIA GIULIA,Economico,76
4818,2011/2012,LAZIO,FRIULI VENEZIA GIULIA,Educazione e Formazione,12
4819,2011/2012,LAZIO,FRIULI VENEZIA GIULIA,Giuridico,73
4820,2011/2012,LAZIO,FRIULI VENEZIA GIULIA,Ingegneria industriale e dell'informazione,34
4821,2011/2012,LAZIO,FRIULI VENEZIA GIULIA,Letterario-Umanistico,18
4822,2011/2012,LAZIO,FRIULI VENEZIA GIULIA,Linguistico,12
4823,2011/2012,LAZIO,FRIULI VENEZIA GIULIA,Medico-Sanitario e Farmaceutico,23
4824,2011/2012,LAZIO,FRIULI VENEZIA GIULIA,Politico-Sociale e Comunicazione,164
4825,2011/2012,LAZIO,FRIULI VENEZIA GIULIA,Psicologico,34
4826,2011/2012,LAZIO,FRIULI VENEZIA GIULIA,Scientifico,7
4827,2011/2012,LAZIO,FRIULI VENEZIA GIULIA,Scienze motorie e sportive,14
4828,2011/2012,LAZIO,LAZIO,Agrario-Forestale e Veterinario,943
4829,2011/2012,LAZIO,LAZIO,Architettura e Ingegneria civile,14624
4830,2011/2012,LAZIO,LAZIO,Arte e Design,8151
4831,2011/2012,LAZIO,LAZIO,Economico,23487
4832,2011/2012,LAZIO,LAZIO,Educazione e Formazione,7441
4833,2011/2012,LAZIO,LAZIO,Giuridico,19857
4834,2011/2012,LAZIO,LAZIO,Informatica e Tecnologie ICT,1199
4835,2011/2012,LAZIO,LAZIO,Ingegneria industriale e dell'informazione,16673
4836,2011/2012,LAZIO,LAZIO,Letterario-Umanistico,8845
4837,2011/2012,LAZIO,LAZIO,Linguistico,9793
4838,2011/2012,LAZIO,LAZIO,Medico-Sanitario e Farmaceutico,22969
4839,2011/2012,LAZIO,LAZIO,Politico-Sociale e Comunicazione,19188
4840,2011/2012,LAZIO,LAZIO,Psicologico,7009
4841,2011/2012,LAZIO,LAZIO,Scientifico,13677
4842,2011/2012,LAZIO,LAZIO,Scienze motorie e sportive,2650
4843,2011/2012,LAZIO,LIGURIA,Agrario-Forestale e Veterinario,6
4844,2011/2012,LAZIO,LIGURIA,Architettura e Ingegneria civile,36
4845,2011/2012,LAZIO,LIGURIA,Arte e Design,20
4846,2011/2012,LAZIO,LIGURIA,Economico,103
4847,2011/2012,LAZIO,LIGURIA,Educazione e Formazione,30
4848,2011/2012,LAZIO,LIGURIA,Giuridico,113
4849,2011/2012,LAZIO,LIGURIA,Ingegneria industriale e dell'informazione,45
4850,2011/2012,LAZIO,LIGURIA,Letterario-Umanistico,21
4851,2011/2012,LAZIO,LIGURIA,Linguistico,21
4852,2011/2012,LAZIO,LIGURIA,Medico-Sanitario e Farmaceutico,24
4853,2011/2012,LAZIO,LIGURIA,Politico-Sociale e Comunicazione,171
4854,2011/2012,LAZIO,LIGURIA,Psicologico,93
4855,2011/2012,LAZIO,LIGURIA,Scientifico,5
4856,2011/2012,LAZIO,LIGURIA,Scienze motorie e sportive,8
4857,2011/2012,LAZIO,LOMBARDIA,Agrario-Forestale e Veterinario,28
4858,2011/2012,LAZIO,LOMBARDIA,Architettura e Ingegneria civile,175
4859,2011/2012,LAZIO,LOMBARDIA,Arte e Design,98
4860,2011/2012,LAZIO,LOMBARDIA,Economico,585
4861,2011/2012,LAZIO,LOMBARDIA,Educazione e Formazione,166
4862,2011/2012,LAZIO,LOMBARDIA,Giuridico,464
4863,2011/2012,LAZIO,LOMBARDIA,Ingegneria industriale e dell'informazione,293
4864,2011/2012,LAZIO,LOMBARDIA,Letterario-Umanistico,66
4865,2011/2012,LAZIO,LOMBARDIA,Linguistico,75
4866,2011/2012,LAZIO,LOMBARDIA,Medico-Sanitario e Farmaceutico,76
4867,2011/2012,LAZIO,LOMBARDIA,Politico-Sociale e Comunicazione,560
4868,2011/2012,LAZIO,LOMBARDIA,Psicologico,365
4869,2011/2012,LAZIO,LOMBARDIA,Scientifico,41
4870,2011/2012,LAZIO,LOMBARDIA,Scienze motorie e sportive,35
4871,2011/2012,LAZIO,MARCHE,Agrario-Forestale e Veterinario,15
4872,2011/2012,LAZIO,MARCHE,Architettura e Ingegneria civile,224
4873,2011/2012,LAZIO,MARCHE,Arte e Design,105
4874,2011/2012,LAZIO,MARCHE,Economico,218
4875,2011/2012,LAZIO,MARCHE,Educazione e Formazione,45
4876,2011/2012,LAZIO,MARCHE,Giuridico,266
4877,2011/2012,LAZIO,MARCHE,Informatica e Tecnologie ICT,13
4878,2011/2012,LAZIO,MARCHE,Ingegneria industriale e dell'informazione,178
4879,2011/2012,LAZIO,MARCHE,Letterario-Umanistico,144
4880,2011/2012,LAZIO,MARCHE,Linguistico,113
4881,2011/2012,LAZIO,MARCHE,Medico-Sanitario e Farmaceutico,276
4882,2011/2012,LAZIO,MARCHE,Politico-Sociale e Comunicazione,220
4883,2011/2012,LAZIO,MARCHE,Psicologico,131
4884,2011/2012,LAZIO,MARCHE,Scientifico,133
4885,2011/2012,LAZIO,MARCHE,Scienze motorie e sportive,34
4886,2011/2012,LAZIO,MOLISE,Architettura e Ingegneria civile,288
4887,2011/2012,LAZIO,MOLISE,Arte e Design,87
4888,2011/2012,LAZIO,MOLISE,Economico,324
4889,2011/2012,LAZIO,MOLISE,Educazione e Formazione,67
4890,2011/2012,LAZIO,MOLISE,Giuridico,251
4891,2011/2012,LAZIO,MOLISE,Informatica e Tecnologie ICT,17
4892,2011/2012,LAZIO,MOLISE,Ingegneria industriale e dell'informazione,380
4893,2011/2012,LAZIO,MOLISE,Letterario-Umanistico,139
4894,2011/2012,LAZIO,MOLISE,Linguistico,170
4895,2011/2012,LAZIO,MOLISE,Medico-Sanitario e Farmaceutico,296
4896,2011/2012,LAZIO,MOLISE,Politico-Sociale e Comunicazione,162
4897,2011/2012,LAZIO,MOLISE,Psicologico,73
4898,2011/2012,LAZIO,MOLISE,Scientifico,157
4899,2011/2012,LAZIO,MOLISE,Scienze motorie e sportive,17
4900,2011/2012,LAZIO,PIEMONTE,Agrario-Forestale e Veterinario,10
4901,2011/2012,LAZIO,PIEMONTE,Architettura e Ingegneria civile,67
4902,2011/2012,LAZIO,PIEMONTE,Arte e Design,33
4903,2011/2012,LAZIO,PIEMONTE,Economico,200
4904,2011/2012,LAZIO,PIEMONTE,Educazione e Formazione,75
4905,2011/2012,LAZIO,PIEMONTE,Giuridico,206
4906,2011/2012,LAZIO,PIEMONTE,Ingegneria industriale e dell'informazione,89
4907,2011/2012,LAZIO,PIEMONTE,Letterario-Umanistico,26
4908,2011/2012,LAZIO,PIEMONTE,Linguistico,34
4909,2011/2012,LAZIO,PIEMONTE,Medico-Sanitario e Farmaceutico,43
4910,2011/2012,LAZIO,PIEMONTE,Politico-Sociale e Comunicazione,271
4911,2011/2012,LAZIO,PIEMONTE,Psicologico,106
4912,2011/2012,LAZIO,PIEMONTE,Scientifico,12
4913,2011/2012,LAZIO,PIEMONTE,Scienze motorie e sportive,14
4914,2011/2012,LAZIO,Provincia autonoma di Bolzano,Architettura e Ingegneria civile,7
4915,2011/2012,LAZIO,Provincia autonoma di Bolzano,Economico,27
4916,2011/2012,LAZIO,Provincia autonoma di Bolzano,Educazione e Formazione,10
4917,2011/2012,LAZIO,Provincia autonoma di Bolzano,Giuridico,28
4918,2011/2012,LAZIO,Provincia autonoma di Bolzano,Ingegneria industriale e dell'informazione,8
4919,2011/2012,LAZIO,Provincia autonoma di Bolzano,Letterario-Umanistico,5
4920,2011/2012,LAZIO,Provincia autonoma di Bolzano,Linguistico,10
4921,2011/2012,LAZIO,Provincia autonoma di Bolzano,Medico-Sanitario e Farmaceutico,10
4922,2011/2012,LAZIO,Provincia autonoma di Bolzano,Politico-Sociale e Comunicazione,37
4923,2011/2012,LAZIO,Provincia autonoma di Bolzano,Psicologico,16
4924,2011/2012,LAZIO,Provincia autonoma di Bolzano,Scientifico,7
4925,2011/2012,LAZIO,Provincia autonoma di TRENTO,Architettura e Ingegneria civile,29
4926,2011/2012,LAZIO,Provincia autonoma di TRENTO,Arte e Design,5
4927,2011/2012,LAZIO,Provincia autonoma di TRENTO,Economico,41
4928,2011/2012,LAZIO,Provincia autonoma di TRENTO,Educazione e Formazione,14
4929,2011/2012,LAZIO,Provincia autonoma di TRENTO,Giuridico,32
4930,2011/2012,LAZIO,Provincia autonoma di TRENTO,Ingegneria industriale e dell'informazione,26
4931,2011/2012,LAZIO,Provincia autonoma di TRENTO,Letterario-Umanistico,9
4932,2011/2012,LAZIO,Provincia autonoma di TRENTO,Linguistico,6
4933,2011/2012,LAZIO,Provincia autonoma di TRENTO,Medico-Sanitario e Farmaceutico,11
4934,2011/2012,LAZIO,Provincia autonoma di TRENTO,Politico-Sociale e Comunicazione,31
4935,2011/2012,LAZIO,Provincia autonoma di TRENTO,Psicologico,14
4936,2011/2012,LAZIO,Provincia autonoma di TRENTO,Scienze motorie e sportive,5
4937,2011/2012,LAZIO,PUGLIA,Agrario-Forestale e Veterinario,45
4938,2011/2012,LAZIO,PUGLIA,Architettura e Ingegneria civile,749
4939,2011/2012,LAZIO,PUGLIA,Arte e Design,395
4940,2011/2012,LAZIO,PUGLIA,Economico,1366
4941,2011/2012,LAZIO,PUGLIA,Educazione e Formazione,262
4942,2011/2012,LAZIO,PUGLIA,Giuridico,1402
4943,2011/2012,LAZIO,PUGLIA,Informatica e Tecnologie ICT,33
4944,2011/2012,LAZIO,PUGLIA,Ingegneria industriale e dell'informazione,676
4945,2011/2012,LAZIO,PUGLIA,Letterario-Umanistico,280
4946,2011/2012,LAZIO,PUGLIA,Linguistico,341
4947,2011/2012,LAZIO,PUGLIA,Medico-Sanitario e Farmaceutico,1595
4948,2011/2012,LAZIO,PUGLIA,Politico-Sociale e Comunicazione,1362
4949,2011/2012,LAZIO,PUGLIA,Psicologico,463
4950,2011/2012,LAZIO,PUGLIA,Scientifico,357
4951,2011/2012,LAZIO,PUGLIA,Scienze motorie e sportive,83
4952,2011/2012,LAZIO,REGIONE ESTERA,Architettura e Ingegneria civile,102
4953,2011/2012,LAZIO,REGIONE ESTERA,Arte e Design,108
4954,2011/2012,LAZIO,REGIONE ESTERA,Economico,252
4955,2011/2012,LAZIO,REGIONE ESTERA,Educazione e Formazione,12
4956,2011/2012,LAZIO,REGIONE ESTERA,Giuridico,84
4957,2011/2012,LAZIO,REGIONE ESTERA,Informatica e Tecnologie ICT,12
4958,2011/2012,LAZIO,REGIONE ESTERA,Ingegneria industriale e dell'informazione,234
4959,2011/2012,LAZIO,REGIONE ESTERA,Letterario-Umanistico,43
4960,2011/2012,LAZIO,REGIONE ESTERA,Linguistico,136
4961,2011/2012,LAZIO,REGIONE ESTERA,Medico-Sanitario e Farmaceutico,141
4962,2011/2012,LAZIO,REGIONE ESTERA,Politico-Sociale e Comunicazione,127
4963,2011/2012,LAZIO,REGIONE ESTERA,Psicologico,50
4964,2011/2012,LAZIO,REGIONE ESTERA,Scientifico,41
4965,2011/2012,LAZIO,REGIONE ESTERA,Scienze motorie e sportive,10
4966,2011/2012,LAZIO,REGIONE NON FORNITA,Architettura e Ingegneria civile,91
4967,2011/2012,LAZIO,REGIONE NON FORNITA,Arte e Design,15
4968,2011/2012,LAZIO,REGIONE NON FORNITA,Economico,90
4969,2011/2012,LAZIO,REGIONE NON FORNITA,Educazione e Formazione,35
4970,2011/2012,LAZIO,REGIONE NON FORNITA,Giuridico,107
4971,2011/2012,LAZIO,REGIONE NON FORNITA,Ingegneria industriale e dell'informazione,53
4972,2011/2012,LAZIO,REGIONE NON FORNITA,Letterario-Umanistico,41
4973,2011/2012,LAZIO,REGIONE NON FORNITA,Linguistico,43
4974,2011/2012,LAZIO,REGIONE NON FORNITA,Medico-Sanitario e Farmaceutico,38
4975,2011/2012,LAZIO,REGIONE NON FORNITA,Politico-Sociale e Comunicazione,97
4976,2011/2012,LAZIO,REGIONE NON FORNITA,Psicologico,49
4977,2011/2012,LAZIO,REGIONE NON FORNITA,Scientifico,30
4978,2011/2012,LAZIO,SARDEGNA,Agrario-Forestale e Veterinario,14
4979,2011/2012,LAZIO,SARDEGNA,Architettura e Ingegneria civile,188
4980,2011/2012,LAZIO,SARDEGNA,Arte e Design,133
4981,2011/2012,LAZIO,SARDEGNA,Economico,261
4982,2011/2012,LAZIO,SARDEGNA,Educazione e Formazione,95
4983,2011/2012,LAZIO,SARDEGNA,Giuridico,254
4984,2011/2012,LAZIO,SARDEGNA,Informatica e Tecnologie ICT,5
4985,2011/2012,LAZIO,SARDEGNA,Ingegneria industriale e dell'informazione,132
4986,2011/2012,LAZIO,SARDEGNA,Letterario-Umanistico,53
4987,2011/2012,LAZIO,SARDEGNA,Linguistico,93
4988,2011/2012,LAZIO,SARDEGNA,Medico-Sanitario e Farmaceutico,113
4989,2011/2012,LAZIO,SARDEGNA,Politico-Sociale e Comunicazione,387
4990,2011/2012,LAZIO,SARDEGNA,Psicologico,150
4991,2011/2012,LAZIO,SARDEGNA,Scientifico,67
4992,2011/2012,LAZIO,SARDEGNA,Scienze motorie e sportive,15
4993,2011/2012,LAZIO,SICILIA,Agrario-Forestale e Veterinario,60
4994,2011/2012,LAZIO,SICILIA,Architettura e Ingegneria civile,457
4995,2011/2012,LAZIO,SICILIA,Arte e Design,347
4996,2011/2012,LAZIO,SICILIA,Economico,1698
4997,2011/2012,LAZIO,SICILIA,Educazione e Formazione,462
4998,2011/2012,LAZIO,SICILIA,Giuridico,1633
4999,2011/2012,LAZIO,SICILIA,Informatica e Tecnologie ICT,22
5000,2011/2012,LAZIO,SICILIA,Ingegneria industriale e dell'informazione,392
5001,2011/2012,LAZIO,SICILIA,Letterario-Umanistico,277
5002,2011/2012,LAZIO,SICILIA,Linguistico,330
5003,2011/2012,LAZIO,SICILIA,Medico-Sanitario e Farmaceutico,905
5004,2011/2012,LAZIO,SICILIA,Politico-Sociale e Comunicazione,1434
5005,2011/2012,LAZIO,SICILIA,Psicologico,357
5006,2011/2012,LAZIO,SICILIA,Scientifico,238
5007,2011/2012,LAZIO,SICILIA,Scienze motorie e sportive,77
5008,2011/2012,LAZIO,TOSCANA,Agrario-Forestale e Veterinario,42
5009,2011/2012,LAZIO,TOSCANA,Architettura e Ingegneria civile,205
5010,2011/2012,LAZIO,TOSCANA,Arte e Design,132
5011,2011/2012,LAZIO,TOSCANA,Economico,443
5012,2011/2012,LAZIO,TOSCANA,Educazione e Formazione,112
5013,2011/2012,LAZIO,TOSCANA,Giuridico,375
5014,2011/2012,LAZIO,TOSCANA,Ingegneria industriale e dell'informazione,229
5015,2011/2012,LAZIO,TOSCANA,Letterario-Umanistico,95
5016,2011/2012,LAZIO,TOSCANA,Linguistico,142
5017,2011/2012,LAZIO,TOSCANA,Medico-Sanitario e Farmaceutico,129
5018,2011/2012,LAZIO,TOSCANA,Politico-Sociale e Comunicazione,530
5019,2011/2012,LAZIO,TOSCANA,Psicologico,312
5020,2011/2012,LAZIO,TOSCANA,Scientifico,106
5021,2011/2012,LAZIO,TOSCANA,Scienze motorie e sportive,48
5022,2011/2012,LAZIO,UMBRIA,Agrario-Forestale e Veterinario,64
5023,2011/2012,LAZIO,UMBRIA,Architettura e Ingegneria civile,416
5024,2011/2012,LAZIO,UMBRIA,Arte e Design,160
5025,2011/2012,LAZIO,UMBRIA,Economico,338
5026,2011/2012,LAZIO,UMBRIA,Educazione e Formazione,114
5027,2011/2012,LAZIO,UMBRIA,Giuridico,308
5028,2011/2012,LAZIO,UMBRIA,Informatica e Tecnologie ICT,13
5029,2011/2012,LAZIO,UMBRIA,Ingegneria industriale e dell'informazione,261
5030,2011/2012,LAZIO,UMBRIA,Letterario-Umanistico,162
5031,2011/2012,LAZIO,UMBRIA,Linguistico,223
5032,2011/2012,LAZIO,UMBRIA,Medico-Sanitario e Farmaceutico,363
5033,2011/2012,LAZIO,UMBRIA,Politico-Sociale e Comunicazione,309
5034,2011/2012,LAZIO,UMBRIA,Psicologico,216
5035,2011/2012,LAZIO,UMBRIA,Scientifico,239
5036,2011/2012,LAZIO,UMBRIA,Scienze motorie e sportive,37
5037,2011/2012,LAZIO,VALLE D'AOSTA,Economico,10
5038,2011/2012,LAZIO,VALLE D'AOSTA,Giuridico,5
5039,2011/2012,LAZIO,VALLE D'AOSTA,Politico-Sociale e Comunicazione,7
5040,2011/2012,LAZIO,VENETO,Agrario-Forestale e Veterinario,13
5041,2011/2012,LAZIO,VENETO,Architettura e Ingegneria civile,136
5042,2011/2012,LAZIO,VENETO,Arte e Design,54
5043,2011/2012,LAZIO,VENETO,Economico,485
5044,2011/2012,LAZIO,VENETO,Educazione e Formazione,60
5045,2011/2012,LAZIO,VENETO,Giuridico,292
5046,2011/2012,LAZIO,VENETO,Ingegneria industriale e dell'informazione,279
5047,2011/2012,LAZIO,VENETO,Letterario-Umanistico,41
5048,2011/2012,LAZIO,VENETO,Linguistico,32
5049,2011/2012,LAZIO,VENETO,Medico-Sanitario e Farmaceutico,83
5050,2011/2012,LAZIO,VENETO,Politico-Sociale e Comunicazione,420
5051,2011/2012,LAZIO,VENETO,Psicologico,70
5052,2011/2012,LAZIO,VENETO,Scientifico,24
5053,2011/2012,LAZIO,VENETO,Scienze motorie e sportive,35
5054,2011/2012,LIGURIA,ABRUZZO,Ingegneria industriale e dell'informazione,8
5055,2011/2012,LIGURIA,ABRUZZO,Medico-Sanitario e Farmaceutico,6
5056,2011/2012,LIGURIA,BASILICATA,Ingegneria industriale e dell'informazione,5
5057,2011/2012,LIGURIA,BASILICATA,Medico-Sanitario e Farmaceutico,14
5058,2011/2012,LIGURIA,CALABRIA,Architettura e Ingegneria civile,11
5059,2011/2012,LIGURIA,CALABRIA,Economico,15
5060,2011/2012,LIGURIA,CALABRIA,Educazione e Formazione,7
5061,2011/2012,LIGURIA,CALABRIA,Giuridico,12
5062,2011/2012,LIGURIA,CALABRIA,Ingegneria industriale e dell'informazione,32
5063,2011/2012,LIGURIA,CALABRIA,Linguistico,14
5064,2011/2012,LIGURIA,CALABRIA,Medico-Sanitario e Farmaceutico,51
5065,2011/2012,LIGURIA,CALABRIA,Politico-Sociale e Comunicazione,15
5066,2011/2012,LIGURIA,CALABRIA,Scientifico,17
5067,2011/2012,LIGURIA,CAMPANIA,Architettura e Ingegneria civile,11
5068,2011/2012,LIGURIA,CAMPANIA,Arte e Design,6
5069,2011/2012,LIGURIA,CAMPANIA,Ingegneria industriale e dell'informazione,13
5070,2011/2012,LIGURIA,CAMPANIA,Linguistico,11
5071,2011/2012,LIGURIA,CAMPANIA,Medico-Sanitario e Farmaceutico,40
5072,2011/2012,LIGURIA,CAMPANIA,Politico-Sociale e Comunicazione,6
5073,2011/2012,LIGURIA,EMILIA ROMAGNA,Architettura e Ingegneria civile,18
5074,2011/2012,LIGURIA,EMILIA ROMAGNA,Economico,8
5075,2011/2012,LIGURIA,EMILIA ROMAGNA,Educazione e Formazione,5
5076,2011/2012,LIGURIA,EMILIA ROMAGNA,Ingegneria industriale e dell'informazione,34
5077,2011/2012,LIGURIA,EMILIA ROMAGNA,Letterario-Umanistico,9
5078,2011/2012,LIGURIA,EMILIA ROMAGNA,Linguistico,13
5079,2011/2012,LIGURIA,EMILIA ROMAGNA,Medico-Sanitario e Farmaceutico,24
5080,2011/2012,LIGURIA,EMILIA ROMAGNA,Politico-Sociale e Comunicazione,7
5081,2011/2012,LIGURIA,EMILIA ROMAGNA,Scientifico,6
5082,2011/2012,LIGURIA,FRIULI VENEZIA GIULIA,Arte e Design,5
5083,2011/2012,LIGURIA,FRIULI VENEZIA GIULIA,Ingegneria industriale e dell'informazione,9
5084,2011/2012,LIGURIA,LAZIO,Architettura e Ingegneria civile,14
5085,2011/2012,LIGURIA,LAZIO,Arte e Design,7
